date,MSA,Variable,Value
2017-04-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,313200.0
2017-04-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2322600.0
2017-04-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,127000.0
2017-04-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1122100.0
2017-04-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,246700.0
2017-04-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1794100.0
2017-04-01,"Pittsburgh, PA Metro Area",Government,118600.0
2017-04-01,"Pittsburgh, PA Metro Area",Total Private,1052300.0
2017-04-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,159300.0
2017-04-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,1018500.0
2017-04-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,251300.0
2017-04-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1188000.0
2017-04-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,237100.0
2017-04-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,729500.0
2017-04-01,"Salt Lake City, UT Metro Area",Government,110100.0
2017-04-01,"Salt Lake City, UT Metro Area",Total Private,599000.0
2017-04-01,"San Antonio-New Braunfels, TX Metro Area",Government,172600.0
2017-04-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,862100.0
2017-04-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,250600.0
2017-04-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1194900.0
2017-04-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,323600.0
2017-04-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2048300.0000000002
2017-04-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,97500.0
2017-04-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,1003100.0
2017-04-01,"St. Louis, MO-IL Metro Area",Government,162800.0
2017-04-01,"St. Louis, MO-IL Metro Area",Total Private,1230600.0
2017-04-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,159400.0
2017-04-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1163800.0
2017-04-01,"Yuba City, CA Metro Area",Government,11300.0
2017-04-01,"Yuba City, CA Metro Area",Total Private,31900.0
2017-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,184100.0
2017-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,853800.0
2017-05-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,159300.0
2017-05-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1028099.9999999999
2017-05-01,"Cincinnati, OH-KY-IN Metro Area",Government,133000.0
2017-05-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,968300.0
2017-05-01,"Cleveland-Elyria, OH Metro Area",Government,138800.0
2017-05-01,"Cleveland-Elyria, OH Metro Area",Total Private,928000.0
2017-05-01,"Columbus, OH Metro Area",Government,179500.0
2017-05-01,"Columbus, OH Metro Area",Total Private,909600.0
2017-05-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,188300.0
2017-05-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1833100.0
2017-05-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,133400.0
2017-05-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,930200.0
2017-05-01,"Kansas City, MO-KS Metro Area",Government,150500.0
2017-05-01,"Kansas City, MO-KS Metro Area",Total Private,935000.0
2017-05-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,314400.0
2017-05-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2327900.0
2017-05-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,126300.0
2017-05-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1125500.0
2017-05-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,237600.0
2017-05-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1791800.0
2017-05-01,"Pittsburgh, PA Metro Area",Government,118900.0
2017-05-01,"Pittsburgh, PA Metro Area",Total Private,1060800.0
2017-05-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,160000.0
2017-05-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,1022800.0
2017-05-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,253900.0
2017-05-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1193300.0
2017-05-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,238100.0
2017-05-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,734800.0
2017-05-01,"Salt Lake City, UT Metro Area",Government,110800.0
2017-05-01,"Salt Lake City, UT Metro Area",Total Private,601200.0
2017-05-01,"San Antonio-New Braunfels, TX Metro Area",Government,172800.0
2017-05-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,865700.0
2017-05-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,251100.0
2017-05-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1200100.0
2017-05-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,325600.0
2017-05-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2058400.0
2017-05-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,98000.0
2017-05-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,1008300.0
2017-05-01,"St. Louis, MO-IL Metro Area",Government,163200.0
2017-05-01,"St. Louis, MO-IL Metro Area",Total Private,1237300.0
2017-05-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,157400.0
2017-05-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1163900.0
2017-05-01,"Yuba City, CA Metro Area",Government,11400.0
2017-05-01,"Yuba City, CA Metro Area",Total Private,32500.0
2017-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,182800.0
2017-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,859900.0
2017-06-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,152200.0
2017-06-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1036000.0
2017-06-01,"Cincinnati, OH-KY-IN Metro Area",Government,130699.99999999999
2017-06-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,976300.0
2017-06-01,"Cleveland-Elyria, OH Metro Area",Government,138200.0
2017-06-01,"Cleveland-Elyria, OH Metro Area",Total Private,934900.0
2017-06-01,"Columbus, OH Metro Area",Government,174400.0
2017-06-01,"Columbus, OH Metro Area",Total Private,915800.0
2017-06-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,188200.0
2017-06-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1849300.0
2017-06-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,126400.0
2017-06-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,938600.0
2017-06-01,"Kansas City, MO-KS Metro Area",Government,149700.0
2017-06-01,"Kansas City, MO-KS Metro Area",Total Private,940600.0
2017-06-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,289600.0
2017-06-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2319800.0
2017-06-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,115800.0
2017-06-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1127700.0
2017-06-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,217000.0
2017-06-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1787400.0
2017-06-01,"Pittsburgh, PA Metro Area",Government,115300.0
2017-06-01,"Pittsburgh, PA Metro Area",Total Private,1063100.0
2017-06-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,160400.0
2017-06-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,1028300.0
2017-06-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,253300.0
2017-06-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1193800.0
2017-06-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,238200.0
2017-06-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,741600.0
2017-06-01,"Salt Lake City, UT Metro Area",Government,109700.0
2017-06-01,"Salt Lake City, UT Metro Area",Total Private,605900.0
2017-06-01,"San Antonio-New Braunfels, TX Metro Area",Government,169900.0
2017-06-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,875100.0
2017-06-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,251900.0
2017-06-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1207600.0
2017-06-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,321800.0
2017-06-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2074600.0
2017-06-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,96700.0
2017-06-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,1018800.0
2017-06-01,"St. Louis, MO-IL Metro Area",Government,160300.0
2017-06-01,"St. Louis, MO-IL Metro Area",Total Private,1241700.0
2017-06-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,148500.0
2017-06-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1164500.0
2017-06-01,"Yuba City, CA Metro Area",Government,11600.0
2017-06-01,"Yuba City, CA Metro Area",Total Private,32700.000000000004
2017-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,172300.0
2017-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,860700.0
2017-07-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,134700.0
2017-07-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1036200.0
2017-07-01,"Cincinnati, OH-KY-IN Metro Area",Government,125400.0
2017-07-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,972900.0
2017-07-01,"Cleveland-Elyria, OH Metro Area",Government,132500.0
2017-07-01,"Cleveland-Elyria, OH Metro Area",Total Private,933100.0
2017-07-01,"Columbus, OH Metro Area",Government,168700.0
2017-07-01,"Columbus, OH Metro Area",Total Private,916700.0
2017-07-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,173500.0
2017-07-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1825000.0
2017-07-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,119700.0
2017-07-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,932400.0
2017-07-01,"Kansas City, MO-KS Metro Area",Government,139100.0
2017-07-01,"Kansas City, MO-KS Metro Area",Total Private,941400.0
2017-07-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,288100.0
2017-07-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2304700.0
2017-07-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,116200.0
2017-07-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1123100.0
2017-07-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,207600.0
2017-07-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1781800.0
2017-07-01,"Pittsburgh, PA Metro Area",Government,108900.0
2017-07-01,"Pittsburgh, PA Metro Area",Total Private,1060900.0
2017-07-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,149900.0
2017-07-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,1030700.0
2017-07-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,239400.0
2017-07-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1193700.0
2017-07-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,228500.0
2017-07-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,742900.0
2017-07-01,"Salt Lake City, UT Metro Area",Government,102700.0
2017-07-01,"Salt Lake City, UT Metro Area",Total Private,607000.0
2017-07-01,"San Antonio-New Braunfels, TX Metro Area",Government,164400.0
2017-07-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,873000.0
2017-07-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,233200.0
2017-07-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1212300.0
2017-07-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,307900.0
2017-07-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2077600.0
2017-07-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,88000.0
2017-07-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,1023300.0
2017-07-01,"St. Louis, MO-IL Metro Area",Government,139000.0
2017-07-01,"St. Louis, MO-IL Metro Area",Total Private,1240700.0
2017-07-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,145200.0
2017-07-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1161500.0
2017-07-01,"Yuba City, CA Metro Area",Government,10200.0
2017-07-01,"Yuba City, CA Metro Area",Total Private,32800.0
2017-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,169700.0
2017-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,863800.0
2017-08-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,146800.0
2017-08-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1039900.0000000001
2017-08-01,"Cincinnati, OH-KY-IN Metro Area",Government,127600.0
2017-08-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,973800.0
2017-08-01,"Cleveland-Elyria, OH Metro Area",Government,134300.0
2017-08-01,"Cleveland-Elyria, OH Metro Area",Total Private,933100.0
2017-08-01,"Columbus, OH Metro Area",Government,171700.0
2017-08-01,"Columbus, OH Metro Area",Total Private,918000.0
2017-08-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,172000.0
2017-08-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1840900.0
2017-08-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,131600.0
2017-08-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,935000.0
2017-08-01,"Kansas City, MO-KS Metro Area",Government,140300.0
2017-08-01,"Kansas City, MO-KS Metro Area",Total Private,942500.0
2017-08-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,307400.0
2017-08-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2312200.0
2017-08-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,126200.0
2017-08-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1126300.0
2017-08-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,231400.0
2017-08-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1797700.0
2017-08-01,"Pittsburgh, PA Metro Area",Government,107400.0
2017-08-01,"Pittsburgh, PA Metro Area",Total Private,1061300.0
2017-08-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,149200.0
2017-08-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,1033599.9999999999
2017-08-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,242200.0
2017-08-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1202900.0
2017-08-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,228000.0
2017-08-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,745900.0
2017-08-01,"Salt Lake City, UT Metro Area",Government,102800.0
2017-08-01,"Salt Lake City, UT Metro Area",Total Private,610800.0
2017-08-01,"San Antonio-New Braunfels, TX Metro Area",Government,164800.0
2017-08-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,874500.0
2017-08-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,233700.0
2017-08-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1215800.0
2017-08-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,308800.0
2017-08-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2079600.0
2017-08-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,89600.0
2017-08-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,1022800.0
2017-08-01,"St. Louis, MO-IL Metro Area",Government,143200.0
2017-08-01,"St. Louis, MO-IL Metro Area",Total Private,1243500.0
2017-08-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,153400.0
2017-08-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1167000.0
2017-08-01,"Yuba City, CA Metro Area",Government,11000.0
2017-08-01,"Yuba City, CA Metro Area",Total Private,32900.0
2017-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,178300.0
2017-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,861600.0
2017-09-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,158600.0
2017-09-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,1032400.0000000001
2017-09-01,"Cincinnati, OH-KY-IN Metro Area",Government,131300.0
2017-09-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,967700.0
2017-09-01,"Cleveland-Elyria, OH Metro Area",Government,135800.0
2017-09-01,"Cleveland-Elyria, OH Metro Area",Total Private,925500.0
2017-09-01,"Columbus, OH Metro Area",Government,178200.0
2017-09-01,"Columbus, OH Metro Area",Total Private,909300.0
2017-09-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,187200.0
2017-09-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1829600.0
2017-09-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,133800.0
2017-09-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,933700.0
2017-09-01,"Kansas City, MO-KS Metro Area",Government,149800.0
2017-09-01,"Kansas City, MO-KS Metro Area",Total Private,941200.0
2017-09-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,311600.0
2017-09-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2252300.0
2017-09-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,125700.0
2017-09-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,1112900.0
2017-09-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,245000.0
2017-09-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1807400.0
2017-09-01,"Pittsburgh, PA Metro Area",Government,116800.0
2017-09-01,"Pittsburgh, PA Metro Area",Total Private,1064100.0
2017-09-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,151400.0
2017-09-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,1035900.0000000001
2017-09-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,249600.0
2017-09-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1206800.0
2017-09-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,231200.0
2017-09-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,744700.0
2017-09-01,"Salt Lake City, UT Metro Area",Government,109000.0
2017-09-01,"Salt Lake City, UT Metro Area",Total Private,609700.0
2017-09-01,"San Antonio-New Braunfels, TX Metro Area",Government,170800.0
2017-09-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,872700.0
2017-09-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,241700.0
2017-09-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1212100.0
2017-09-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,317400.0
2017-09-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,2075000.0
2017-09-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,94000.0
2017-09-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,1014800.0
2017-09-01,"St. Louis, MO-IL Metro Area",Government,158700.0
2017-09-01,"St. Louis, MO-IL Metro Area",Total Private,1238100.0
2017-09-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,156600.0
2017-09-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1146800.0
2017-09-01,"Yuba City, CA Metro Area",Government,11300.0
2017-09-01,"Yuba City, CA Metro Area",Total Private,32800.0
