date,MSA,Variable,Value
2008-12-01,"Cleveland-Elyria, OH Metro Area",Total Private,902500.0
2008-12-01,"Columbus, OH Metro Area",Government,168600.0
2008-12-01,"Columbus, OH Metro Area",Total Private,789300.0
2008-12-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,221000.0
2008-12-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1646900.0
2008-12-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,134600.0
2008-12-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,814400.0
2008-12-01,"Kansas City, MO-KS Metro Area",Government,152400.0
2008-12-01,"Kansas City, MO-KS Metro Area",Total Private,852700.0
2008-12-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,329800.0
2008-12-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2005900.0
2008-12-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,119400.0
2008-12-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,924900.0
2008-12-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,253300.0
2008-12-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1584500.0
2008-12-01,"Pittsburgh, PA Metro Area",Government,129000.0
2008-12-01,"Pittsburgh, PA Metro Area",Total Private,1020700.0
2008-12-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,150800.0
2008-12-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,878600.0
2008-12-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,236000.0
2008-12-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,992500.0
2008-12-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,238900.0
2008-12-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,652400.0
2008-12-01,"Salt Lake City, UT Metro Area",Government,94300.0
2008-12-01,"Salt Lake City, UT Metro Area",Total Private,522200.00000000006
2008-12-01,"San Antonio-New Braunfels, TX Metro Area",Government,160100.0
2008-12-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,706000.0
2008-12-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,227400.0
2008-12-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1078800.0
2008-12-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,315000.0
2008-12-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1738200.0
2008-12-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,97800.0
2008-12-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,826700.0
2008-12-01,"St. Louis, MO-IL Metro Area",Government,173400.0
2008-12-01,"St. Louis, MO-IL Metro Area",Total Private,1167200.0
2008-12-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,158000.0
2008-12-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1011100.0
2008-12-01,"Yuba City, CA Metro Area",Government,11500.0
2008-12-01,"Yuba City, CA Metro Area",Total Private,28500.0
2009-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,169000.0
2009-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,607000.0
2009-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,142900.0
2009-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,833600.0
2009-01-01,"Cincinnati, OH-KY-IN Metro Area",Government,134200.0
2009-01-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,862500.0
2009-01-01,"Cleveland-Elyria, OH Metro Area",Government,140400.0
2009-01-01,"Cleveland-Elyria, OH Metro Area",Total Private,868700.0
2009-01-01,"Columbus, OH Metro Area",Government,165200.0
2009-01-01,"Columbus, OH Metro Area",Total Private,761800.0
2009-01-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,216600.0
2009-01-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1536900.0
2009-01-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,131400.0
2009-01-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,782300.0
2009-01-01,"Kansas City, MO-KS Metro Area",Government,150500.0
2009-01-01,"Kansas City, MO-KS Metro Area",Total Private,828300.0
2009-01-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,327900.0
2009-01-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1937200.0
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,118300.0
2009-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,899900.0
2009-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,245400.0
2009-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1532300.0
2009-01-01,"Pittsburgh, PA Metro Area",Government,125200.0
2009-01-01,"Pittsburgh, PA Metro Area",Total Private,987300.0
2009-01-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,149000.0
2009-01-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,850900.0
2009-01-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,235600.0
2009-01-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,963400.0
2009-01-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,238700.0
2009-01-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,633400.0
2009-01-01,"Salt Lake City, UT Metro Area",Government,93400.0
2009-01-01,"Salt Lake City, UT Metro Area",Total Private,502200.0
2009-01-01,"San Antonio-New Braunfels, TX Metro Area",Government,158600.0
2009-01-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,683900.0
2009-01-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,226200.0
2009-01-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1042900.0000000001
2009-01-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,313000.0
2009-01-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1680200.0
2009-01-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,97400.0
2009-01-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,801300.0
2009-01-01,"St. Louis, MO-IL Metro Area",Government,170400.0
2009-01-01,"St. Louis, MO-IL Metro Area",Total Private,1131000.0
2009-01-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,155600.0
2009-01-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,983600.0
2009-01-01,"Yuba City, CA Metro Area",Government,11600.0
2009-01-01,"Yuba City, CA Metro Area",Total Private,27700.0
2009-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,172200.0
2009-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,604200.0
2009-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,143600.0
2009-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,831100.0
2009-02-01,"Cincinnati, OH-KY-IN Metro Area",Government,136900.0
2009-02-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,856300.0
2009-02-01,"Cleveland-Elyria, OH Metro Area",Government,142700.0
2009-02-01,"Cleveland-Elyria, OH Metro Area",Total Private,863400.0
2009-02-01,"Columbus, OH Metro Area",Government,167900.0
2009-02-01,"Columbus, OH Metro Area",Total Private,755100.0
2009-02-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,220400.0
2009-02-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1541700.0
2009-02-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,134200.0
2009-02-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,777600.0
2009-02-01,"Kansas City, MO-KS Metro Area",Government,154400.0
2009-02-01,"Kansas City, MO-KS Metro Area",Total Private,821700.0
2009-02-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,326300.0
2009-02-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1933300.0
2009-02-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,119300.0
2009-02-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,898600.0
2009-02-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,251700.0
2009-02-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1521200.0
2009-02-01,"Pittsburgh, PA Metro Area",Government,128800.00000000001
2009-02-01,"Pittsburgh, PA Metro Area",Total Private,982900.0
2009-02-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,151000.0
2009-02-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,845500.0
2009-02-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,235500.0
2009-02-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,953300.0
2009-02-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,240400.0
2009-02-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,626700.0
2009-02-01,"Salt Lake City, UT Metro Area",Government,93900.0
2009-02-01,"Salt Lake City, UT Metro Area",Total Private,498300.0
2009-02-01,"San Antonio-New Braunfels, TX Metro Area",Government,161200.0
2009-02-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,686100.0
2009-02-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,226900.0
2009-02-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1038099.9999999999
2009-02-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,315500.0
2009-02-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1668200.0
2009-02-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,96800.0
2009-02-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,793500.0
2009-02-01,"St. Louis, MO-IL Metro Area",Government,172700.0
2009-02-01,"St. Louis, MO-IL Metro Area",Total Private,1126800.0
2009-02-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,158100.0
2009-02-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,981700.0
2009-02-01,"Yuba City, CA Metro Area",Government,11600.0
2009-02-01,"Yuba City, CA Metro Area",Total Private,27600.0
2009-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,172800.0
2009-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,604100.0
2009-03-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,144200.0
2009-03-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,828400.0
2009-03-01,"Cincinnati, OH-KY-IN Metro Area",Government,136700.0
2009-03-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,855900.0
2009-03-01,"Cleveland-Elyria, OH Metro Area",Government,142600.0
2009-03-01,"Cleveland-Elyria, OH Metro Area",Total Private,860800.0
2009-03-01,"Columbus, OH Metro Area",Government,168600.0
2009-03-01,"Columbus, OH Metro Area",Total Private,754700.0
2009-03-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,221400.0
2009-03-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1537800.0
2009-03-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,134700.0
2009-03-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,778100.0
2009-03-01,"Kansas City, MO-KS Metro Area",Government,154600.0
2009-03-01,"Kansas City, MO-KS Metro Area",Total Private,824100.0
2009-03-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,326500.0
2009-03-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1927800.0
2009-03-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,119400.0
2009-03-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,896000.0
2009-03-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,250800.0
2009-03-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1515000.0
2009-03-01,"Pittsburgh, PA Metro Area",Government,129199.99999999999
2009-03-01,"Pittsburgh, PA Metro Area",Total Private,985300.0
2009-03-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,151800.0
2009-03-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,839300.0
2009-03-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,237700.0
2009-03-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,950500.0
2009-03-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,242200.0
2009-03-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,623300.0
2009-03-01,"Salt Lake City, UT Metro Area",Government,93700.0
2009-03-01,"Salt Lake City, UT Metro Area",Total Private,497200.0
2009-03-01,"San Antonio-New Braunfels, TX Metro Area",Government,161500.0
2009-03-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,687000.0
2009-03-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,228600.0
2009-03-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1033599.9999999999
2009-03-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,316900.0
2009-03-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1659400.0
2009-03-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,97600.0
2009-03-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,788900.0
2009-03-01,"St. Louis, MO-IL Metro Area",Government,173300.0
2009-03-01,"St. Louis, MO-IL Metro Area",Total Private,1128000.0
2009-03-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,157400.0
2009-03-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,982600.0
2009-03-01,"Yuba City, CA Metro Area",Government,11700.0
2009-03-01,"Yuba City, CA Metro Area",Total Private,27700.0
2009-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,174100.0
2009-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,604200.0
2009-04-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,144600.0
2009-04-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,820900.0
2009-04-01,"Cincinnati, OH-KY-IN Metro Area",Government,137700.0
2009-04-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,857400.0
2009-04-01,"Cleveland-Elyria, OH Metro Area",Government,143100.0
2009-04-01,"Cleveland-Elyria, OH Metro Area",Total Private,861800.0
2009-04-01,"Columbus, OH Metro Area",Government,170100.0
2009-04-01,"Columbus, OH Metro Area",Total Private,757400.0
2009-04-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,223000.0
2009-04-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1536200.0
2009-04-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,132700.0
2009-04-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,781200.0
2009-04-01,"Kansas City, MO-KS Metro Area",Government,156300.0
2009-04-01,"Kansas City, MO-KS Metro Area",Total Private,828500.0
2009-04-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,327000.0
2009-04-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1905500.0
2009-04-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,119300.0
2009-04-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,890200.0
2009-04-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,250900.0
2009-04-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1500900.0
2009-04-01,"Pittsburgh, PA Metro Area",Government,130300.00000000001
2009-04-01,"Pittsburgh, PA Metro Area",Total Private,993000.0
2009-04-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,151900.0
2009-04-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,838200.0
2009-04-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,240800.0
2009-04-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,941900.0
2009-04-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,242600.0
2009-04-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,620400.0
2009-04-01,"Salt Lake City, UT Metro Area",Government,94400.0
2009-04-01,"Salt Lake City, UT Metro Area",Total Private,494000.0
2009-04-01,"San Antonio-New Braunfels, TX Metro Area",Government,163400.0
2009-04-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,686500.0
2009-04-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,229800.0
2009-04-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1025099.9999999999
2009-04-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,318100.0
2009-04-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1650400.0
2009-04-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,99500.0
2009-04-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,781400.0
2009-04-01,"St. Louis, MO-IL Metro Area",Government,177200.0
2009-04-01,"St. Louis, MO-IL Metro Area",Total Private,1132800.0
2009-04-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,158400.0
2009-04-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,974300.0
2009-04-01,"Yuba City, CA Metro Area",Government,11800.0
2009-04-01,"Yuba City, CA Metro Area",Total Private,27800.0
2009-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,174600.0
2009-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,605900.0
2009-05-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,144200.0
2009-05-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,823200.0
2009-05-01,"Cincinnati, OH-KY-IN Metro Area",Government,137000.0
2009-05-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,863700.0
2009-05-01,"Cleveland-Elyria, OH Metro Area",Government,144100.0
2009-05-01,"Cleveland-Elyria, OH Metro Area",Total Private,864400.0
2009-05-01,"Columbus, OH Metro Area",Government,170500.0
2009-05-01,"Columbus, OH Metro Area",Total Private,760800.0
2009-05-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,221400.0
2009-05-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1529700.0
2009-05-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,133700.0
2009-05-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,785300.0
2009-05-01,"Kansas City, MO-KS Metro Area",Government,157000.0
2009-05-01,"Kansas City, MO-KS Metro Area",Total Private,828600.0
2009-05-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,325400.0
2009-05-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1898000.0
2009-05-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,117600.0
2009-05-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,887800.0
2009-05-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,247000.0
2009-05-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1492500.0
2009-05-01,"Pittsburgh, PA Metro Area",Government,129199.99999999999
2009-05-01,"Pittsburgh, PA Metro Area",Total Private,1002300.0
2009-05-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,152700.0
2009-05-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,837800.0
2009-05-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,241000.0
2009-05-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,938400.0
2009-05-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,242800.0
2009-05-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,621200.0
2009-05-01,"Salt Lake City, UT Metro Area",Government,94100.0
2009-05-01,"Salt Lake City, UT Metro Area",Total Private,494800.0
2009-05-01,"San Antonio-New Braunfels, TX Metro Area",Government,162600.0
2009-05-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,689300.0
2009-05-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,229500.0
2009-05-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1027000.0
2009-05-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,316100.0
2009-05-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1649300.0
2009-05-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,100200.0
2009-05-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,780900.0
2009-05-01,"St. Louis, MO-IL Metro Area",Government,177400.0
2009-05-01,"St. Louis, MO-IL Metro Area",Total Private,1137400.0
2009-05-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,155600.0
2009-05-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,969700.0
2009-05-01,"Yuba City, CA Metro Area",Government,12000.0
2009-05-01,"Yuba City, CA Metro Area",Total Private,28200.0
2009-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,172100.0
2009-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,606200.0
2009-06-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,137200.0
2009-06-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,820500.0
2009-06-01,"Cincinnati, OH-KY-IN Metro Area",Government,130600.0
2009-06-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,864300.0
2009-06-01,"Cleveland-Elyria, OH Metro Area",Government,142800.0
2009-06-01,"Cleveland-Elyria, OH Metro Area",Total Private,863900.0
2009-06-01,"Columbus, OH Metro Area",Government,162700.0
2009-06-01,"Columbus, OH Metro Area",Total Private,760100.0
2009-06-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,219000.0
2009-06-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1521700.0
2009-06-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,123400.0
2009-06-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,788000.0
2009-06-01,"Kansas City, MO-KS Metro Area",Government,154300.0
2009-06-01,"Kansas City, MO-KS Metro Area",Total Private,831900.0
2009-06-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,297300.0
2009-06-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1888700.0
2009-06-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,106700.0
2009-06-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,881800.0
2009-06-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,216800.0
2009-06-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1478200.0
2009-06-01,"Pittsburgh, PA Metro Area",Government,127700.0
2009-06-01,"Pittsburgh, PA Metro Area",Total Private,1005100.0
2009-06-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,151100.0
2009-06-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,835200.0
2009-06-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,239400.0
2009-06-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,933700.0
2009-06-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,240700.0
2009-06-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,621300.0
2009-06-01,"Salt Lake City, UT Metro Area",Government,94300.0
2009-06-01,"Salt Lake City, UT Metro Area",Total Private,494300.0
2009-06-01,"San Antonio-New Braunfels, TX Metro Area",Government,160300.0
2009-06-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,692800.0
2009-06-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,230000.0
2009-06-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1025500.0
2009-06-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,316300.0
2009-06-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1646400.0
2009-06-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,100300.0
2009-06-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,780700.0
2009-06-01,"St. Louis, MO-IL Metro Area",Government,172400.0
2009-06-01,"St. Louis, MO-IL Metro Area",Total Private,1135900.0
2009-06-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,145500.0
2009-06-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,963900.0
2009-06-01,"Yuba City, CA Metro Area",Government,11500.0
2009-06-01,"Yuba City, CA Metro Area",Total Private,28100.0
2009-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,159200.0
2009-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,604400.0
2009-07-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,115200.0
2009-07-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,817000.0
2009-07-01,"Cincinnati, OH-KY-IN Metro Area",Government,123200.0
2009-07-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,861500.0
2009-07-01,"Cleveland-Elyria, OH Metro Area",Government,135900.0
2009-07-01,"Cleveland-Elyria, OH Metro Area",Total Private,860000.0
2009-07-01,"Columbus, OH Metro Area",Government,156000.0
2009-07-01,"Columbus, OH Metro Area",Total Private,757800.0
2009-07-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,197600.0
2009-07-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1510400.0
2009-07-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,118700.0
2009-07-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,781400.0
2009-07-01,"Kansas City, MO-KS Metro Area",Government,143000.0
2009-07-01,"Kansas City, MO-KS Metro Area",Total Private,829100.0
2009-07-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,294800.0
2009-07-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,1857800.0
2009-07-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,105300.0
2009-07-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,872200.0
2009-07-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,209800.0
2009-07-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1462100.0
2009-07-01,"Pittsburgh, PA Metro Area",Government,119400.0
2009-07-01,"Pittsburgh, PA Metro Area",Total Private,996800.0
2009-07-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,141000.0
2009-07-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,834100.0
2009-07-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,225800.0
2009-07-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,920800.0
2009-07-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,225500.0
2009-07-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,619300.0
2009-07-01,"Salt Lake City, UT Metro Area",Government,90300.0
2009-07-01,"Salt Lake City, UT Metro Area",Total Private,491800.0
2009-07-01,"San Antonio-New Braunfels, TX Metro Area",Government,153900.0
2009-07-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,688800.0
2009-07-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,214500.0
2009-07-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1018100.0
2009-07-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,300400.0
